# First field is # dimensions of each datapoint, 2nd is gesture class, Next fields are raw time series in order t_f1[0], t_f2[0], t_f3[0] etc. where f1, f2, etc are features and [0] is time
2,1,229.0,337.0,229.0,337.0,229.0,337.0,229.0,337.0,231.0,325.0,232.0,314.0,233.0,302.0,234.0,291.0,235.0,278.0,240.0,262.0,247.0,244.0,259.0,227.0,281.0,205.0,300.0,191.0,325.0,186.0,363.0,181.0,393.0,179.0,414.0,179.0,430.0,184.0,437.0,190.0,458.0,211.0,474.0,225.0,480.0,238.0,483.0,260.0,484.0,270.0,484.0,277.0,489.0,289.0,492.0,299.0,494.0,302.0,497.0,309.0,499.0,316.0,500.0,319.0,503.0,324.0,505.0,328.0,506.0,330.0,506.0,331.0,
2,1,223.0,344.0,223.0,344.0,226.0,320.0,228.0,284.0,231.0,233.0,239.0,207.0,254.0,180.0,274.0,161.0,310.0,143.0,338.0,136.0,375.0,136.0,404.0,138.0,427.0,148.0,442.0,167.0,456.0,191.0,470.0,223.0,486.0,263.0,505.0,306.0,512.0,325.0,520.0,337.0,529.0,355.0,532.0,361.0,533.0,361.0,533.0,361.0,533.0,361.0,
2,1,245.0,358.0,245.0,358.0,244.0,345.0,244.0,325.0,249.0,285.0,257.0,252.0,271.0,222.0,290.0,206.0,309.0,191.0,328.0,183.0,351.0,177.0,391.0,171.0,419.0,164.0,439.0,159.0,452.0,159.0,469.0,173.0,484.0,196.0,500.0,224.0,522.0,264.0,533.0,288.0,538.0,312.0,546.0,339.0,548.0,351.0,549.0,363.0,550.0,376.0,550.0,378.0,550.0,378.0,550.0,381.0,550.0,383.0,550.0,383.0,550.0,383.0,550.0,382.0,
2,1,178.0,366.0,178.0,366.0,178.0,366.0,178.0,339.0,176.0,299.0,182.0,237.0,196.0,197.0,225.0,182.0,254.0,172.0,301.0,165.0,338.0,176.0,352.0,185.0,363.0,205.0,381.0,257.0,391.0,303.0,394.0,323.0,398.0,330.0,400.0,336.0,401.0,336.0,401.0,336.0,
2,1,215.0,332.0,215.0,332.0,216.0,325.0,228.0,288.0,246.0,251.0,263.0,211.0,287.0,189.0,319.0,178.0,332.0,175.0,351.0,175.0,382.0,185.0,392.0,189.0,402.0,200.0,412.0,223.0,423.0,242.0,441.0,261.0,450.0,269.0,460.0,281.0,462.0,288.0,462.0,288.0,463.0,288.0,465.0,292.0,467.0,295.0,
2,2,473.0,327.0,473.0,327.0,473.0,327.0,458.0,302.0,448.0,288.0,432.0,267.0,396.0,233.0,370.0,210.0,352.0,200.0,331.0,195.0,318.0,195.0,307.0,197.0,294.0,205.0,277.0,222.0,253.0,255.0,237.0,283.0,233.0,314.0,233.0,335.0,233.0,336.0,234.0,336.0,234.0,336.0,
2,2,465.0,367.0,465.0,367.0,464.0,359.0,462.0,334.0,455.0,286.0,424.0,199.0,404.0,168.0,389.0,157.0,357.0,148.0,335.0,147.0,322.0,145.0,313.0,153.0,291.0,185.0,271.0,208.0,248.0,237.0,225.0,271.0,209.0,283.0,195.0,297.0,185.0,312.0,180.0,320.0,179.0,321.0,179.0,321.0,
2,2,506.0,320.0,506.0,320.0,499.0,313.0,485.0,300.0,454.0,275.0,418.0,256.0,357.0,234.0,326.0,231.0,300.0,241.0,248.0,264.0,216.0,285.0,197.0,320.0,184.0,334.0,181.0,339.0,180.0,341.0,177.0,344.0,176.0,348.0,
2,2,520.0,296.0,520.0,296.0,517.0,292.0,508.0,283.0,492.0,273.0,478.0,266.0,463.0,261.0,438.0,255.0,417.0,255.0,401.0,259.0,372.0,268.0,341.0,275.0,305.0,287.0,280.0,294.0,259.0,307.0,244.0,323.0,231.0,340.0,227.0,349.0,226.0,353.0,226.0,354.0,226.0,354.0,227.0,355.0,228.0,356.0,
2,2,497.0,195.0,492.0,187.0,485.0,180.0,476.0,174.0,464.0,167.0,451.0,159.0,433.0,150.0,416.0,145.0,412.0,144.0,412.0,144.0,411.0,144.0,407.0,143.0,400.0,142.0,385.0,139.0,374.0,138.0,362.0,136.0,349.0,139.0,328.0,145.0,315.0,149.0,298.0,157.0,280.0,166.0,259.0,182.0,238.0,208.0,220.0,232.0,207.0,257.0,198.0,292.0,193.0,315.0,193.0,325.0,193.0,326.0,193.0,326.0,193.0,326.0,
