@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
15361,'2020/01/11 01:54:58:272',7,440.8125,163.442703,2
15362,'2020/01/11 01:54:58:282',7,441.25,163.947922,2
15363,'2020/01/11 01:54:58:292',7,442.125,164.453125,2
15364,'2020/01/11 01:54:58:303',7,443.4375,164.453125,2
15365,'2020/01/11 01:54:58:313',7,444.3125,164.453125,2
15366,'2020/01/11 01:54:58:324',7,445.1875,164.958328,2
15367,'2020/01/11 01:54:58:334',7,446.5,164.958328,2
15368,'2020/01/11 01:54:58:345',7,447.8125,164.453125,2
15369,'2020/01/11 01:54:58:355',7,448.6875,164.958328,2
15370,'2020/01/11 01:54:58:365',7,449.125,164.958328,2
15371,'2020/01/11 01:54:58:376',7,450.4375,165.463547,2
15372,'2020/01/11 01:54:58:386',7,451.75,165.463547,2
15373,'2020/01/11 01:54:58:397',7,452.625,165.96875,2
15374,'2020/01/11 01:54:58:407',7,453.0625,166.473953,2
15375,'2020/01/11 01:54:58:417',7,454.375,166.473953,2
15376,'2020/01/11 01:54:58:428',7,455.25,166.473953,2
15377,'2020/01/11 01:54:58:438',7,455.6875,165.96875,2
15378,'2020/01/11 01:54:58:449',7,456.5625,165.96875,2
15379,'2020/01/11 01:54:58:459',7,458.3125,165.96875,2
15380,'2020/01/11 01:54:58:470',7,459.1875,165.96875,2
15381,'2020/01/11 01:54:58:480',7,460.5,165.96875,2
15382,'2020/01/11 01:54:58:491',7,461.8125,165.96875,2
15383,'2020/01/11 01:54:58:501',7,462.6875,165.96875,2
15384,'2020/01/11 01:54:58:512',7,463.125,166.473953,2
15385,'2020/01/11 01:54:58:522',7,464,166.473953,2
15386,'2020/01/11 01:54:58:532',7,464.875,165.96875,2
15387,'2020/01/11 01:54:58:543',7,465.75,165.96875,2
15388,'2020/01/11 01:54:58:553',7,466.625,165.96875,2
15389,'2020/01/11 01:54:58:564',7,467.0625,165.96875,2
15390,'2020/01/11 01:54:58:574',7,523.5,72,2
15391,'2020/01/11 01:54:58:584',7,469.6875,165.463547,2
15392,'2020/01/11 01:54:58:595',7,469.6875,165.463547,2
15393,'2020/01/11 01:54:58:605',7,470.125,165.463547,2
15394,'2020/01/11 01:54:58:616',7,470.125,164.958328,2
15395,'2020/01/11 01:54:58:626',7,470.125,164.958328,2
15396,'2020/01/11 01:54:58:636',7,470.5625,165.463547,2
15397,'2020/01/11 01:54:58:647',7,471.4375,164.958328,2
15398,'2020/01/11 01:54:58:657',7,471.875,164.958328,2
15399,'2020/01/11 01:54:58:667',7,471.875,164.958328,2
15400,'2020/01/11 01:54:58:678',7,473.1875,164.958328,2
15401,'2020/01/11 01:54:58:688',7,473.1875,164.958328,2
15402,'2020/01/11 01:54:58:699',7,472.75,164.453125,2
15403,'2020/01/11 01:54:58:709',7,472.75,163.442703,2
15404,'2020/01/11 01:54:58:720',7,472.3125,162.432297,2
15405,'2020/01/11 01:54:58:730',7,471,161.421875,2
15406,'2020/01/11 01:54:58:740',7,470.5625,160.916672,2
15407,'2020/01/11 01:54:58:751',7,469.6875,160.411453,2
15408,'2020/01/11 01:54:58:761',7,469.25,160.411453,2
15409,'2020/01/11 01:54:58:772',7,468.8125,159.90625,2
15410,'2020/01/11 01:54:58:782',7,468.375,159.90625,2
15411,'2020/01/11 01:54:58:793',7,467.5,159.90625,2
15412,'2020/01/11 01:54:58:803',7,466.1875,159.401047,2
15413,'2020/01/11 01:54:58:814',7,465.3125,159.401047,2
15414,'2020/01/11 01:54:58:825',7,463.5625,158.895828,2
15415,'2020/01/11 01:54:58:835',7,462.25,158.390625,2
15416,'2020/01/11 01:54:58:845',7,460.5,158.390625,2
15417,'2020/01/11 01:54:58:856',7,459.1875,158.390625,2
15418,'2020/01/11 01:54:58:866',7,458.75,158.390625,2
15419,'2020/01/11 01:54:58:877',7,457.4375,158.895828,2
15420,'2020/01/11 01:54:58:887',7,456.5625,158.895828,2
15421,'2020/01/11 01:54:58:898',7,455.6875,159.401047,2
15422,'2020/01/11 01:54:58:908',7,453.9375,160.411453,2
15423,'2020/01/11 01:54:58:919',7,452.625,160.916672,2
15424,'2020/01/11 01:54:58:929',7,452.625,160.916672,2
15425,'2020/01/11 01:54:58:939',7,452.1875,160.916672,2
15426,'2020/01/11 01:54:58:950',7,451.75,160.916672,2
15427,'2020/01/11 01:54:58:960',7,523.5,72,2
15428,'2020/01/11 01:54:58:971',7,449.125,163.442703,2
15429,'2020/01/11 01:54:58:981',7,448.6875,163.947922,2
15430,'2020/01/11 01:54:58:992',7,448.6875,164.453125,2
15431,'2020/01/11 01:54:59:002',7,448.25,164.453125,2
15432,'2020/01/11 01:54:59:012',7,447.8125,165.463547,2
15433,'2020/01/11 01:54:59:023',7,447.8125,165.96875,2
15434,'2020/01/11 01:54:59:033',7,447.375,166.473953,2
15435,'2020/01/11 01:54:59:044',7,447.375,167.484375,2
15436,'2020/01/11 01:54:59:054',7,446.9375,167.989578,2
15437,'2020/01/11 01:54:59:065',7,446.9375,168.494797,2
15438,'2020/01/11 01:54:59:075',7,447.375,169,2
15439,'2020/01/11 01:54:59:086',7,447.8125,169.505219,2
15440,'2020/01/11 01:54:59:096',7,448.25,170.010406,2
15441,'2020/01/11 01:54:59:106',7,448.25,170.515625,2
15442,'2020/01/11 01:54:59:117',7,448.6875,171.020844,2
15443,'2020/01/11 01:54:59:127',7,449.5625,171.526031,2
15444,'2020/01/11 01:54:59:138',7,450.4375,171.526031,2
15445,'2020/01/11 01:54:59:148',7,451.3125,172.03125,2
15446,'2020/01/11 01:54:59:159',7,451.75,172.536469,2
15447,'2020/01/11 01:54:59:169',7,452.625,172.536469,2
15448,'2020/01/11 01:54:59:180',7,453.5,172.536469,2
15449,'2020/01/11 01:54:59:190',7,454.8125,172.536469,2
15450,'2020/01/11 01:54:59:200',7,455.6875,173.041656,2
15451,'2020/01/11 01:54:59:211',7,456.125,173.041656,2
15452,'2020/01/11 01:54:59:221',7,457.4375,173.041656,2
15453,'2020/01/11 01:54:59:232',7,459.1875,173.041656,2
15454,'2020/01/11 01:54:59:242',7,459.625,173.041656,2
15455,'2020/01/11 01:54:59:253',7,460.9375,173.546875,2
15456,'2020/01/11 01:54:59:264',7,462.6875,173.041656,2
15457,'2020/01/11 01:54:59:274',7,463.125,173.546875,2
15458,'2020/01/11 01:54:59:285',7,464.875,173.041656,2
15459,'2020/01/11 01:54:59:296',7,466.1875,173.041656,2
15460,'2020/01/11 01:54:59:306',7,466.625,173.041656,2
15461,'2020/01/11 01:54:59:316',7,467.5,173.041656,2
15462,'2020/01/11 01:54:59:327',7,468.8125,172.536469,2
15463,'2020/01/11 01:54:59:337',7,469.6875,172.03125,2
15464,'2020/01/11 01:54:59:347',7,470.5625,172.03125,2
15465,'2020/01/11 01:54:59:358',7,471.4375,171.526031,2
15466,'2020/01/11 01:54:59:368',7,471.875,171.526031,2
15467,'2020/01/11 01:54:59:379',7,472.3125,171.020844,2
15468,'2020/01/11 01:54:59:389',7,473.1875,170.010406,2
15469,'2020/01/11 01:54:59:400',7,473.625,169.505219,2
15470,'2020/01/11 01:54:59:410',7,473.625,169.505219,2
15471,'2020/01/11 01:54:59:420',7,474.0625,169.505219,2
15472,'2020/01/11 01:54:59:431',7,474.5,169,2
15473,'2020/01/11 01:54:59:441',7,474.9375,169,2
15474,'2020/01/11 01:54:59:452',7,475.8125,168.494797,2
15475,'2020/01/11 01:54:59:462',7,476.25,167.989578,2
15476,'2020/01/11 01:54:59:473',7,476.6875,166.473953,2
15477,'2020/01/11 01:54:59:483',7,476.6875,166.473953,2
15478,'2020/01/11 01:54:59:494',7,477.125,165.96875,2
15479,'2020/01/11 01:54:59:504',7,360.75,173.546875,2
15480,'2020/01/11 01:54:59:514',7,478.875,166.473953,2
15481,'2020/01/11 01:54:59:525',7,479.3125,166.473953,2
15482,'2020/01/11 01:54:59:535',7,479.3125,166.473953,2
15483,'2020/01/11 01:54:59:545',7,479.3125,166.473953,2
15484,'2020/01/11 01:54:59:556',7,479.3125,166.473953,2
15485,'2020/01/11 01:54:59:566',7,479.3125,166.473953,2
15486,'2020/01/11 01:54:59:577',7,360.75,174.052094,2
15487,'2020/01/11 01:54:59:587',7,478,167.484375,2
15488,'2020/01/11 01:54:59:597',7,478,167.989578,2
15489,'2020/01/11 01:54:59:608',7,478,167.989578,2
15490,'2020/01/11 01:54:59:618',7,478,168.494797,2
15491,'2020/01/11 01:54:59:629',7,478,168.494797,2
15492,'2020/01/11 01:54:59:639',7,478,169,2
15493,'2020/01/11 01:54:59:650',7,477.5625,169,2
15494,'2020/01/11 01:54:59:660',7,477.5625,169,2
15495,'2020/01/11 01:54:59:671',7,477.125,169,2
15496,'2020/01/11 01:54:59:681',7,477.125,169.505219,2
15497,'2020/01/11 01:54:59:692',7,476.25,169.505219,2
15498,'2020/01/11 01:54:59:702',7,474.5,169.505219,2
15499,'2020/01/11 01:54:59:713',7,473.625,170.010406,2
15500,'2020/01/11 01:54:59:723',7,472.75,171.020844,2
15501,'2020/01/11 01:54:59:733',7,472.3125,172.03125,2
15502,'2020/01/11 01:54:59:744',7,471.875,172.536469,2
15503,'2020/01/11 01:54:59:754',7,471,173.041656,2
15504,'2020/01/11 01:54:59:765',7,470.125,173.041656,2
15505,'2020/01/11 01:54:59:775',7,469.6875,173.041656,2
15506,'2020/01/11 01:54:59:786',7,468.8125,173.546875,2
15507,'2020/01/11 01:54:59:796',7,467.9375,174.052094,2
15508,'2020/01/11 01:54:59:806',7,466.1875,174.052094,2
15509,'2020/01/11 01:54:59:817',7,465.3125,174.557281,2
15510,'2020/01/11 01:54:59:827',7,464.4375,175.0625,2
15511,'2020/01/11 01:54:59:837',7,464.4375,175.0625,2
15512,'2020/01/11 01:54:59:848',7,463.125,175.567719,2
15513,'2020/01/11 01:54:59:858',7,462.25,176.072906,2
15514,'2020/01/11 01:54:59:869',7,462.25,176.072906,2
15515,'2020/01/11 01:54:59:879',7,461.8125,176.578125,2
15516,'2020/01/11 01:54:59:889',7,461.375,177.083344,2
15517,'2020/01/11 01:54:59:900',7,460.9375,177.083344,2
15518,'2020/01/11 01:54:59:910',7,460.5,177.083344,2
15519,'2020/01/11 01:54:59:920',7,460.5,177.083344,2
15520,'2020/01/11 01:54:59:931',7,460.5,177.083344,2
15521,'2020/01/11 01:54:59:941',7,460.5,177.083344,2
15522,'2020/01/11 01:54:59:951',7,460.5,177.083344,2
15523,'2020/01/11 01:54:59:962',7,460.5,177.083344,2
15524,'2020/01/11 01:54:59:972',7,460.5,177.083344,2
15525,'2020/01/11 01:54:59:982',7,460.5,177.083344,2
15526,'2020/01/11 01:54:59:993',7,460.5,177.083344,2
15527,'2020/01/11 01:55:00:003',7,460.5,177.083344,2
15528,'2020/01/11 01:55:00:013',7,460.5,177.083344,2
15529,'2020/01/11 01:55:00:024',7,460.5,177.083344,2
15530,'2020/01/11 01:55:00:034',7,460.9375,177.083344,2
15531,'2020/01/11 01:55:00:044',7,460.9375,177.083344,2
15532,'2020/01/11 01:55:00:054',7,461.375,177.588531,2
15533,'2020/01/11 01:55:00:065',7,461.375,177.588531,2
15534,'2020/01/11 01:55:00:075',7,461.375,177.588531,2
15535,'2020/01/11 01:55:00:086',7,461.375,177.588531,2
15536,'2020/01/11 01:55:00:096',7,461.375,177.588531,2
15537,'2020/01/11 01:55:00:106',7,461.8125,177.083344,2
15538,'2020/01/11 01:55:00:117',7,461.8125,177.083344,2
15539,'2020/01/11 01:55:00:127',7,461.8125,177.083344,2
15540,'2020/01/11 01:55:00:138',7,461.375,177.083344,2
15541,'2020/01/11 01:55:00:148',7,460.9375,177.083344,2
15542,'2020/01/11 01:55:00:159',7,460.9375,177.083344,2
15543,'2020/01/11 01:55:00:169',7,460.5,176.578125,2
15544,'2020/01/11 01:55:00:179',7,460.5,176.072906,2
15545,'2020/01/11 01:55:00:189',7,460.5,176.072906,2
15546,'2020/01/11 01:55:00:200',7,460.9375,175.567719,2
15547,'2020/01/11 01:55:02:670',7,473.625,117.46875,3
15548,'2020/01/11 01:55:02:681',7,473.1875,116.458336,3
15549,'2020/01/11 01:55:02:691',7,473.1875,115.953125,3
15550,'2020/01/11 01:55:02:701',7,473.1875,115.953125,3
15551,'2020/01/11 01:55:02:712',7,473.625,116.458336,3
15552,'2020/01/11 01:55:02:722',7,474.5,116.458336,3
15553,'2020/01/11 01:55:02:732',7,474.9375,116.963539,3
15554,'2020/01/11 01:55:02:742',7,474.9375,117.46875,3
15555,'2020/01/11 01:55:02:753',7,475.375,117.46875,3
15556,'2020/01/11 01:55:02:763',7,475.375,117.46875,3
15557,'2020/01/11 01:55:02:773',7,474.9375,116.458336,3
15558,'2020/01/11 01:55:02:783',7,474.5,115.953125,3
15559,'2020/01/11 01:55:02:794',7,474.0625,115.447914,3
15560,'2020/01/11 01:55:02:804',7,474.0625,114.942711,3
15561,'2020/01/11 01:55:02:814',7,474.5,114.4375,3
15562,'2020/01/11 01:55:02:825',7,474.9375,113.932289,3
15563,'2020/01/11 01:55:02:836',7,475.375,113.932289,3
15564,'2020/01/11 01:55:02:846',7,476.25,113.932289,3
15565,'2020/01/11 01:55:02:857',7,477.125,113.932289,3
15566,'2020/01/11 01:55:02:867',7,478.875,113.932289,3
15567,'2020/01/11 01:55:02:877',7,478.875,113.932289,3
15568,'2020/01/11 01:55:02:887',7,478.875,113.932289,3
15569,'2020/01/11 01:55:02:898',7,524.8125,72,3
15570,'2020/01/11 01:55:02:908',7,524.8125,72,3
15571,'2020/01/11 01:55:02:918',7,478,113.932289,3
15572,'2020/01/11 01:55:02:929',7,477.5625,114.4375,3
15573,'2020/01/11 01:55:02:940',7,477.125,114.942711,3
15574,'2020/01/11 01:55:02:950',7,477.125,115.953125,3
15575,'2020/01/11 01:55:02:960',7,477.5625,116.963539,3
15576,'2020/01/11 01:55:02:971',7,523.9375,72,3
15577,'2020/01/11 01:55:02:981',7,523.9375,72,3
15578,'2020/01/11 01:55:02:992',7,478.875,118.479164,3
15579,'2020/01/11 01:55:03:002',7,478.875,118.479164,3
15580,'2020/01/11 01:55:03:013',7,478,118.984375,3
15581,'2020/01/11 01:55:03:024',7,477.125,119.489586,3
15582,'2020/01/11 01:55:03:034',7,475.8125,119.994789,3
15583,'2020/01/11 01:55:03:044',7,475.8125,121.005203,3
15584,'2020/01/11 01:55:03:054',7,475.8125,121.005203,3
15585,'2020/01/11 01:55:03:065',7,475.375,122.015625,3
15586,'2020/01/11 01:55:03:076',7,523.9375,72,3
15587,'2020/01/11 01:55:03:086',7,473.1875,125.046875,3
15588,'2020/01/11 01:55:03:097',7,472.75,125.552078,3
15589,'2020/01/11 01:55:03:107',7,472.3125,126.5625,3
15590,'2020/01/11 01:55:03:117',7,471.875,126.5625,3
15591,'2020/01/11 01:55:03:128',7,471,127.067703,3
15592,'2020/01/11 01:55:03:138',7,469.6875,128.078125,3
15593,'2020/01/11 01:55:03:149',7,469.25,129.088547,3
15594,'2020/01/11 01:55:03:159',7,468.375,129.59375,3
15595,'2020/01/11 01:55:03:170',7,467.0625,130.098953,3
15596,'2020/01/11 01:55:03:180',7,465.75,130.604172,3
15597,'2020/01/11 01:55:03:191',7,465.3125,131.109375,3
15598,'2020/01/11 01:55:03:201',7,464,132.625,3
15599,'2020/01/11 01:55:03:212',7,463.5625,133.635422,3
15600,'2020/01/11 01:55:03:222',7,463.5625,134.140625,3
15601,'2020/01/11 01:55:03:232',7,463.125,134.645828,3
15602,'2020/01/11 01:55:03:243',7,462.25,135.65625,3
15603,'2020/01/11 01:55:03:253',7,462.25,136.161453,3
15604,'2020/01/11 01:55:03:264',7,462.25,136.666672,3
15605,'2020/01/11 01:55:03:274',7,462.25,137.677078,3
15606,'2020/01/11 01:55:03:285',7,461.8125,138.6875,3
15607,'2020/01/11 01:55:03:296',7,461.8125,139.192703,3
15608,'2020/01/11 01:55:03:306',7,461.375,140.203125,3
15609,'2020/01/11 01:55:03:316',7,461.375,141.213547,3
15610,'2020/01/11 01:55:03:327',7,461.375,142.223953,3
15611,'2020/01/11 01:55:03:337',7,461.8125,144.244797,3
15612,'2020/01/11 01:55:03:348',7,462.25,145.760422,3
15613,'2020/01/11 01:55:03:358',7,523.5,72,3
15614,'2020/01/11 01:55:03:368',7,463.5625,147.276047,3
15615,'2020/01/11 01:55:03:379',7,464.875,147.78125,3
15616,'2020/01/11 01:55:03:389',7,465.3125,148.791672,3
15617,'2020/01/11 01:55:03:400',7,465.75,149.802078,3
15618,'2020/01/11 01:55:03:410',7,466.625,150.307297,3
15619,'2020/01/11 01:55:03:420',7,466.625,150.8125,3
15620,'2020/01/11 01:55:03:430',7,467.0625,151.317703,3
15621,'2020/01/11 01:55:03:441',7,467.5,151.822922,3
15622,'2020/01/11 01:55:03:452',7,468.375,152.833328,3
15623,'2020/01/11 01:55:03:462',7,469.25,153.338547,3
15624,'2020/01/11 01:55:03:473',7,470.125,153.84375,3
15625,'2020/01/11 01:55:03:483',7,471,154.348953,3
15626,'2020/01/11 01:55:03:494',7,471.875,154.854172,3
15627,'2020/01/11 01:55:03:504',7,472.75,155.359375,3
15628,'2020/01/11 01:55:03:514',7,472.75,155.864578,3
15629,'2020/01/11 01:55:03:525',7,473.625,156.369797,3
15630,'2020/01/11 01:55:03:535',7,474.0625,157.380203,3
15631,'2020/01/11 01:55:03:546',7,474.5,157.885422,3
15632,'2020/01/11 01:55:03:557',7,474.9375,157.885422,3
15633,'2020/01/11 01:55:03:567',7,475.375,157.885422,3
15634,'2020/01/11 01:55:03:578',7,476.25,157.885422,3
15635,'2020/01/11 01:55:03:588',7,477.125,157.885422,3
15636,'2020/01/11 01:55:03:598',7,477.125,157.885422,3
15637,'2020/01/11 01:55:03:609',7,477.5625,157.885422,3
15638,'2020/01/11 01:55:03:619',7,478,158.390625,3
15639,'2020/01/11 01:55:03:630',7,478.875,158.390625,3
15640,'2020/01/11 01:55:03:640',7,479.3125,158.390625,3
15641,'2020/01/11 01:55:03:650',7,479.75,158.390625,3
15642,'2020/01/11 01:55:03:661',7,480.1875,157.885422,3
15643,'2020/01/11 01:55:03:671',7,480.625,157.885422,3
15644,'2020/01/11 01:55:03:681',7,481.0625,157.380203,3
15645,'2020/01/11 01:55:03:692',7,481.9375,157.380203,3
15646,'2020/01/11 01:55:03:702',7,482.375,156.369797,3
15647,'2020/01/11 01:55:03:713',7,482.8125,155.864578,3
15648,'2020/01/11 01:55:03:724',7,483.6875,155.359375,3
15649,'2020/01/11 01:55:03:734',7,484.125,155.359375,3
15650,'2020/01/11 01:55:03:745',7,484.5625,154.854172,3
15651,'2020/01/11 01:55:03:755',7,485,154.854172,3
15652,'2020/01/11 01:55:03:766',7,485.4375,154.854172,3
15653,'2020/01/11 01:55:03:777',7,485.4375,154.348953,3
15654,'2020/01/11 01:55:03:787',7,485.4375,154.348953,3
15655,'2020/01/11 01:55:03:797',7,485.875,154.348953,3
15656,'2020/01/11 01:55:03:808',7,485.4375,153.84375,3
15657,'2020/01/11 01:55:03:818',7,485.4375,153.338547,3
15658,'2020/01/11 01:55:03:829',7,485,152.833328,3
15659,'2020/01/11 01:55:03:839',7,484.5625,152.328125,3
15660,'2020/01/11 01:55:03:850',7,484.5625,151.822922,3
15661,'2020/01/11 01:55:03:861',7,484.125,151.822922,3
15662,'2020/01/11 01:55:03:871',7,483.6875,152.328125,3
15663,'2020/01/11 01:55:03:881',7,483.6875,152.328125,3
15664,'2020/01/11 01:55:03:892',7,483.25,152.328125,3
15665,'2020/01/11 01:55:03:902',7,481.5,153.338547,3
15666,'2020/01/11 01:55:03:913',7,480.1875,153.338547,3
15667,'2020/01/11 01:55:03:923',7,479.3125,153.338547,3
15668,'2020/01/11 01:55:03:933',7,478,153.84375,3
15669,'2020/01/11 01:55:03:944',7,477.125,153.84375,3
15670,'2020/01/11 01:55:03:954',7,476.25,154.348953,3
15671,'2020/01/11 01:55:03:965',7,474.9375,154.854172,3
15672,'2020/01/11 01:55:03:975',7,473.625,155.359375,3
15673,'2020/01/11 01:55:03:985',7,472.75,155.359375,3
15674,'2020/01/11 01:55:03:996',7,471.875,155.864578,3
15675,'2020/01/11 01:55:04:006',7,470.5625,155.864578,3
15676,'2020/01/11 01:55:04:017',7,469.25,155.864578,3
15677,'2020/01/11 01:55:04:027',7,468.375,156.369797,3
15678,'2020/01/11 01:55:04:038',7,467.0625,156.369797,3
15679,'2020/01/11 01:55:04:048',7,466.625,156.369797,3
15680,'2020/01/11 01:55:04:059',7,465.75,156.875,3
15681,'2020/01/11 01:55:04:069',7,465.3125,157.380203,3
15682,'2020/01/11 01:55:04:080',7,464.4375,157.885422,3
15683,'2020/01/11 01:55:04:090',7,464,157.885422,3
15684,'2020/01/11 01:55:04:100',7,463.125,157.885422,3
15685,'2020/01/11 01:55:04:111',7,462.6875,158.390625,3
15686,'2020/01/11 01:55:04:121',7,462.25,158.390625,3
15687,'2020/01/11 01:55:04:132',7,461.8125,158.390625,3
15688,'2020/01/11 01:55:04:142',7,461.375,158.390625,3
15689,'2020/01/11 01:55:04:153',7,460.9375,158.390625,3
15690,'2020/01/11 01:55:04:163',7,460.9375,158.390625,3
15691,'2020/01/11 01:55:04:173',7,460.9375,158.390625,3
15692,'2020/01/11 01:55:04:183',7,460.9375,158.390625,3
15693,'2020/01/11 01:55:04:195',7,460.9375,158.390625,3
15694,'2020/01/11 01:55:04:204',7,460.9375,158.390625,3
15695,'2020/01/11 01:55:04:215',7,461.375,158.895828,3
15696,'2020/01/11 01:55:04:225',7,460.9375,160.411453,3
15697,'2020/01/11 01:55:04:235',7,460.9375,160.411453,3
15698,'2020/01/11 01:55:04:246',7,460.5,161.421875,3
15699,'2020/01/11 01:55:04:256',7,460.0625,161.927078,3
15700,'2020/01/11 01:55:04:266',7,523.5,72,3
15701,'2020/01/11 01:55:04:277',7,523.5,72,3
15702,'2020/01/11 01:55:04:288',7,576.875,154.348953,3
15703,'2020/01/11 01:55:04:298',7,576.875,154.854172,3
15704,'2020/01/11 01:55:04:308',7,577.3125,154.854172,3
15705,'2020/01/11 01:55:04:319',7,578.1875,154.854172,3
15706,'2020/01/11 01:55:04:329',7,578.625,154.854172,3
15707,'2020/01/11 01:55:04:339',7,579.5,155.864578,3
15708,'2020/01/11 01:55:04:350',7,579.9375,157.380203,3
15709,'2020/01/11 01:55:04:360',7,579.9375,157.885422,3
15710,'2020/01/11 01:55:04:371',7,579.9375,158.390625,3
15711,'2020/01/11 01:55:04:381',7,579.5,158.390625,3
15712,'2020/01/11 01:55:04:392',7,579.0625,158.895828,3
15713,'2020/01/11 01:55:04:402',7,578.625,159.401047,3
15714,'2020/01/11 01:55:04:413',7,577.75,161.421875,3
15715,'2020/01/11 01:55:04:423',7,577.75,162.432297,3
15716,'2020/01/11 01:55:04:433',7,577.3125,163.442703,3
15717,'2020/01/11 01:55:04:444',7,577.3125,164.958328,3
15718,'2020/01/11 01:55:04:454',7,576.875,166.473953,3
15719,'2020/01/11 01:55:04:465',7,577.3125,166.979172,3
15720,'2020/01/11 01:55:04:476',7,577.75,167.989578,3
15721,'2020/01/11 01:55:04:486',7,576.875,170.010406,3
15722,'2020/01/11 01:55:04:497',7,576.4375,171.526031,3
15723,'2020/01/11 01:55:04:508',7,575.5625,173.041656,3
15724,'2020/01/11 01:55:04:518',7,574.6875,174.557281,3
15725,'2020/01/11 01:55:04:529',7,574.6875,175.0625,3
15726,'2020/01/11 01:55:04:539',7,574.25,176.578125,3
15727,'2020/01/11 01:55:04:550',7,573.8125,178.09375,3
15728,'2020/01/11 01:55:04:560',7,573.8125,179.104156,3
15729,'2020/01/11 01:55:04:570',7,573.8125,179.609375,3
15730,'2020/01/11 01:55:04:581',7,573.375,181.125,3
15731,'2020/01/11 01:55:04:591',7,573.375,181.125,3
15732,'2020/01/11 01:55:04:601',7,523.0625,72,3
15733,'2020/01/11 01:55:04:612',7,453.5,194.260406,3
15734,'2020/01/11 01:55:04:622',7,572.0625,183.145844,3
15735,'2020/01/11 01:55:04:633',7,571.625,183.145844,3
15736,'2020/01/11 01:55:04:643',7,571.625,183.145844,3
15737,'2020/01/11 01:55:04:653',7,571.625,183.145844,3
15738,'2020/01/11 01:55:04:663',7,571.625,183.145844,3
15739,'2020/01/11 01:55:04:674',7,571.625,183.651031,3
15740,'2020/01/11 01:55:04:685',7,571.625,184.661469,3
15741,'2020/01/11 01:55:04:695',7,571.1875,188.197906,3
15742,'2020/01/11 01:55:04:706',7,570.75,190.723969,3
15743,'2020/01/11 01:55:04:716',7,570.75,192.744781,3
15744,'2020/01/11 01:55:04:726',7,570.3125,194.260406,3
15745,'2020/01/11 01:55:04:737',7,569.875,194.765625,3
15746,'2020/01/11 01:55:04:747',7,569.4375,195.270844,3
15747,'2020/01/11 01:55:04:758',7,568.5625,195.776031,3
15748,'2020/01/11 01:55:04:768',7,568.125,197.291656,3
15749,'2020/01/11 01:55:04:779',7,567.25,198.807281,3
15750,'2020/01/11 01:55:04:789',7,566.8125,199.3125,3
15751,'2020/01/11 01:55:04:800',7,566.375,199.3125,3
15752,'2020/01/11 01:55:04:810',7,566.375,199.3125,3
15753,'2020/01/11 01:55:04:820',7,566.375,199.817719,3
15754,'2020/01/11 01:55:04:831',7,566.375,201.333344,3
15755,'2020/01/11 01:55:04:841',7,566.375,202.34375,3
15756,'2020/01/11 01:55:04:852',7,566.8125,202.848969,3
15757,'2020/01/11 01:55:04:862',7,566.8125,202.848969,3
15758,'2020/01/11 01:55:04:872',7,566.8125,202.848969,3
15759,'2020/01/11 01:55:04:883',7,566.8125,202.848969,3
15760,'2020/01/11 01:55:04:893',7,449.5625,213.963531,3
15761,'2020/01/11 01:55:04:903',7,567.25,202.848969,3
15762,'2020/01/11 01:55:04:914',7,568.125,202.848969,3
15763,'2020/01/11 01:55:04:924',7,568.5625,202.848969,3
15764,'2020/01/11 01:55:04:935',7,569.4375,202.848969,3
15765,'2020/01/11 01:55:04:945',7,569.875,202.34375,3
15766,'2020/01/11 01:55:04:955',7,570.3125,201.838531,3
15767,'2020/01/11 01:55:04:966',7,570.3125,200.828125,3
15768,'2020/01/11 01:55:04:977',7,570.3125,199.3125,3
15769,'2020/01/11 01:55:04:987',7,570.3125,198.807281,3
15770,'2020/01/11 01:55:04:997',7,570.75,197.291656,3
15771,'2020/01/11 01:55:05:008',7,570.3125,195.776031,3
15772,'2020/01/11 01:55:05:018',7,570.3125,195.270844,3
15773,'2020/01/11 01:55:05:029',7,569.4375,194.765625,3
15774,'2020/01/11 01:55:05:040',7,568.5625,194.260406,3
15775,'2020/01/11 01:55:05:050',7,568.5625,193.755219,3
15776,'2020/01/11 01:55:05:061',7,568.125,193.25,3
15777,'2020/01/11 01:55:05:071',7,567.25,192.744781,3
15778,'2020/01/11 01:55:05:081',7,566.8125,192.239594,3
15779,'2020/01/11 01:55:05:092',7,565.9375,191.734375,3
15780,'2020/01/11 01:55:05:103',7,523.5,72,3
15781,'2020/01/11 01:55:05:113',7,523.5,72,3
15782,'2020/01/11 01:55:05:123',7,564.1875,189.713531,3
15783,'2020/01/11 01:55:05:134',7,563.3125,188.703125,3
15784,'2020/01/11 01:55:05:144',7,562.875,187.1875,3
15785,'2020/01/11 01:55:05:155',7,561.5625,186.177094,3
15786,'2020/01/11 01:55:05:165',7,559.375,183.651031,3
15787,'2020/01/11 01:55:05:176',7,557.625,183.145844,3
15788,'2020/01/11 01:55:05:186',7,556.75,182.640625,3
15789,'2020/01/11 01:55:05:196',7,555.875,182.135406,3
15790,'2020/01/11 01:55:05:207',7,555.875,182.135406,3
